# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
318;2462;;;1;0;0;0;4;
319;2447;;;1;0;0;0;4;
320;2412|2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
321;5240|5240;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
322;5660;;;1;1;0;0;5;
323;2412|5260;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
324;5320;;;1;1;0;0;5;
325;5260;;;1;1;0;0;5;
326;5680;;;1;1;0;0;5;
327;5260;;;1;1;0;0;5;
328;2437|5540;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
329;2437|5660;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
330;2437|5260;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
331;2437|5660;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
332;2437|5660;;;1;1;0;0;4;Wi-Fi Alliance|MICROSOFT CORP.
333;5260;;;1;1;0;0;5;
334;5540;;;1;1;0;0;5;
335;5240|5240;;;1;0;0;0;4;
336;2472|2472|5260|5260;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|MICROSOFT CORP.
337;2452|2452|5660|5660;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|MICROSOFT CORP.
338;5300|5300;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.
339;5540|5540;;;1;1;1;0;6;Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
